u_mag,g_mag,r_mag,i_mag,z_mag,ra,dec
20.44194,19.366404,19.035376,18.889046,18.880148,183.1511212,21.80651061
19.252892,19.158865,18.961033,18.978659,19.079546,182.6071118,21.7401293
18.059156,18.175907,18.545656,18.830606,19.127558,182.6308316,21.74170471
20.542648,19.676537,19.420734,19.2899,19.23377,182.6047156,21.722271
19.91692,18.358635,17.73848,17.516109,17.409023,182.6361425,21.71503358
18.670219,17.09124,16.581427,16.387394,16.314077,183.0606015,21.76313417
18.941891,17.568747,17.02906,16.845684,16.667597,183.0859152,21.8495766
19.773008,18.840197,18.566778,18.447289,18.505398,183.1883049,21.80987993
17.669899,16.680031,16.220726,16.060621,16.046667,183.2036202,21.67097464
20.151144,17.571022,16.396759,15.900015,15.563972,183.076832,21.79542939
20.851297,19.683609,19.690479,19.68067,19.844957,183.0890307,21.78150537
20.526884,18.054768,16.731535,16.14131,15.784199,183.1132248,21.65697716
20.157791,19.043552,18.692638,18.568869,18.546843,182.3522071,21.81644666
20.652773,18.046637,16.807192,16.275848,15.991232,183.1606583,21.78393926
20.911022,19.870108,19.297722,19.049486,19.063879,183.1845877,21.76564086
19.105318,18.099632,17.726751,17.565653,17.533033,183.4544029,21.75626709
19.345158,17.198895,16.280441,15.889747,15.70718,183.4646717,21.81825373
18.587431,17.628332,17.351212,17.210159,17.168507,183.5058443,21.8457681
20.690552,18.196287,16.796227,15.837573,15.338186,183.4199238,21.798382
19.627769,17.727772,16.935516,16.656776,16.511286,183.4612345,21.7501379
18.690878,17.244553,16.6497,16.407042,16.242882,183.0892803,21.71581494
19.165382,18.204039,17.964676,17.884232,17.821815,183.0915166,21.78530933
19.70849,18.497328,18.001207,17.816813,17.717941,183.572857,21.73887781
18.540665,17.283432,16.865356,16.726053,16.663273,183.9824301,21.26654955
18.260872,17.201267,16.861816,16.794895,16.718058,183.98865,21.32289222
17.559872,16.353262,16.281191,16.31356,16.255951,183.0973139,21.83521707
19.238499,17.242544,16.39484,16.079119,15.892115,182.6636196,21.29906209
18.63619,17.642044,17.218178,17.093969,16.994055,183.2589508,21.42799928
18.999825,17.935352,17.630365,17.464836,17.382883,183.3574078,21.42987104
19.093771,17.644392,17.07044,16.896219,16.834263,182.3079134,21.35867735
19.276846,19.16165,19.076012,18.925167,19.022156,182.307212,21.35757299
17.246418,16.003609,15.545633,15.419773,15.390709,182.3095783,21.42843981
17.786413,16.815119,16.400408,16.294771,16.289459,183.2439594,21.29423497
19.443865,17.803465,17.249081,16.976702,16.841728,183.3693414,21.43425984
19.273767,18.310499,17.96199,17.851809,17.75564,183.2507677,21.42345201
17.829021,16.839041,16.590391,16.490675,16.428965,183.3812144,21.24874521
19.591516,16.993412,15.879693,15.450782,15.205088,183.3715238,21.25365463
19.235247,17.707432,17.206303,16.991354,16.892673,181.9153413,21.22949867
20.54821,18.830248,18.064856,17.819473,17.677732,182.2290082,21.30425665
19.79405,18.221766,17.596081,17.411085,17.292219,182.2287504,21.38402687
17.42927,16.058691,15.648312,15.477262,15.449497,183.7579694,23.55673064
20.730791,19.766844,19.390625,19.23814,19.184601,183.6180307,23.62752052
20.584272,18.197807,17.045637,16.596617,16.347044,183.6452942,23.55303944
20.757668,19.912138,19.497362,19.397366,19.39102,182.2321002,21.33774569
20.562416,19.03145,18.39426,18.092558,17.967062,183.2978541,21.35336748
20.215219,19.085882,18.723911,18.538279,18.529375,183.3747532,21.374075
19.61475,17.593798,16.70833,16.339165,16.156757,183.646613,21.38926835
19.789469,18.525658,18.044338,17.828295,17.770063,183.3795508,21.37786233
20.487362,19.806093,19.527601,19.437536,19.572178,183.2630444,21.34997875
16.842718,15.702425,15.257257,15.109619,15.083044,183.3948513,21.34605576
20.916342,20.039318,19.653278,19.588007,19.698238,183.3878038,21.37414278
20.453039,19.390429,18.939962,18.657387,18.614033,183.4090242,21.29059846
18.77828,18.68251,18.303402,18.292765,18.420231,183.6237664,21.3199552
17.081089,15.930528,15.602533,15.484201,15.447653,183.6548623,21.4251882
18.82913,17.763395,17.153791,17.156403,17.127625,183.6702166,21.26231561
20.213793,18.834991,18.208498,17.962484,17.854527,183.2643156,21.29188551
20.143364,17.715668,16.624031,16.193649,15.950934,183.2694023,21.38927858
20.722204,19.894087,19.473301,19.520214,19.504311,183.6561841,21.29608349
20.041048,19.034288,18.650776,18.570736,18.597685,183.6684688,21.36181623
20.161102,19.003948,18.438774,18.284084,18.23797,183.6703434,21.35001591
20.43985,18.798674,18.211004,18.064528,18.044346,184.1542122,23.57252097
19.589111,18.571613,18.272848,18.21332,18.2013,183.6994218,21.40004053
20.394815,20.153316,19.929993,19.929485,19.812672,183.6301511,21.43315236
20.059469,18.788017,18.450569,18.338615,18.318592,182.3023707,21.25142443
19.342627,18.373886,17.933035,17.802773,17.741184,182.3051314,21.24206043
20.308111,18.996061,18.440916,18.290548,18.27273,182.3128482,21.26764797
19.495693,18.722429,18.409035,18.244596,18.276981,182.3250825,21.3643949
19.812422,18.383533,17.832169,17.63266,17.526693,183.6664659,21.39713423
18.622566,16.521259,15.664091,15.339312,15.097596,184.1471114,21.34121542
19.294222,18.04133,17.540302,17.308578,17.204668,183.2758847,21.395901
19.122072,18.168087,17.881048,17.768435,17.751648,182.2315475,21.83465396
18.949965,17.264761,16.680399,16.560284,16.398027,184.1665416,21.38588463
20.2547,19.41836,19.190456,19.105068,19.084532,184.1435649,21.39098608
19.773008,18.947699,18.653183,18.506512,18.432617,184.1446458,21.3074409
18.869589,17.692297,17.38694,17.213064,17.101963,182.5498075,21.7536146
18.775877,17.626337,17.153248,16.915024,16.855572,181.9076518,21.65965866
18.358318,16.945932,16.380575,16.113113,16.002968,183.7169751,21.36600731
19.25494,18.341112,18.081266,17.942854,17.913054,183.7217632,21.39751465
19.122396,18.180063,17.691593,17.577036,17.547108,183.7721243,21.32907826
20.625097,19.58742,19.290781,19.096088,19.128408,183.748601,21.42903178
20.663696,19.797176,19.420065,19.33522,19.458719,183.7596301,21.32156608
18.006521,16.453074,15.906006,15.673258,15.625847,181.9175521,21.79253523
20.518799,17.984869,16.75728,16.229765,15.959628,181.902745,21.63419827
19.794579,18.593227,18.091221,17.827209,17.71661,181.905563,21.81259615
20.344328,17.812687,16.46862,15.54606,15.11792,181.9099338,21.68485333
20.684666,17.995569,16.704802,16.098125,15.846355,181.9178,21.70876141
18.154331,17.019743,16.634176,16.508041,16.448668,182.2368873,21.74961828
19.989323,18.902929,18.459848,18.229731,18.252163,183.327998,21.3442184
20.097685,18.864824,18.406307,18.190742,18.232462,183.3288456,21.31555476
19.97632,19.012957,18.692387,18.55612,18.619223,183.3586693,21.37406769
17.902685,16.910816,16.58321,16.521103,16.439804,182.250059,21.80616106
19.193069,18.947365,18.904474,18.841312,18.534124,182.4308758,21.68099901
19.401529,18.326834,17.896763,17.796572,17.652473,182.253527,21.82987428
19.54608,18.114986,17.551508,17.323633,17.280834,183.3359715,21.30893191
19.295931,18.026062,17.568056,17.359257,17.29739,183.3573697,21.26999824
18.822638,17.175497,16.382797,16.121485,15.913189,182.66878,21.81952529
20.42024,19.359581,19.369646,19.480692,19.496265,182.665567,21.81267781
20.761625,18.242027,16.855589,16.247931,15.935633,182.642954,21.7560223
20.608097,18.751295,17.987045,17.731049,17.580446,183.3474282,21.71116529
19.947483,18.483051,18.019444,17.789366,17.625156,182.5534956,21.78398483
20.060476,19.156399,19.023554,18.957346,18.820715,182.5552086,21.81197907
18.613226,17.685196,17.358917,17.266277,17.236984,183.2565751,21.72222521
19.032598,17.401291,16.67684,16.287073,16.128553,183.3429753,21.80635208
18.436344,17.186546,16.875357,16.724352,16.693899,183.3722414,21.80569415
20.309565,18.686687,18.117741,17.936279,17.809973,183.277405,21.67166081
20.529455,19.455933,18.942915,18.744898,18.716639,183.3960719,21.70559577
20.006495,17.324226,16.108675,15.549431,15.362468,183.371059,21.82390038
17.581926,16.604961,16.223125,16.11915,16.047766,183.3849533,21.74940307
17.384768,15.954059,15.387537,15.221657,15.159292,183.3883292,21.72225218
18.687767,17.455141,16.894745,16.708883,16.643591,183.6604546,21.66025955
20.795256,19.744951,19.633558,19.658691,19.743614,183.3672303,21.7689095
19.105057,17.972864,17.516186,17.38941,17.33975,183.6637388,21.69158404
19.394421,17.380489,16.595219,16.391439,16.229538,184.201443,21.44908984
17.542532,16.45771,16.042442,15.92902,15.865994,183.6635315,21.76149968
17.135902,16.163641,15.709087,15.519772,15.497717,183.3986528,21.66174593
20.319601,20.047123,19.957878,19.926666,19.691463,183.3840359,21.76722831
18.997482,18.362888,18.327024,18.431425,18.217379,183.7016964,21.76573655
19.218456,17.178022,16.449427,16.170828,16.046324,183.2894857,21.65531884
18.496096,17.418623,17.022833,16.844969,16.724434,184.1459182,21.31302283
20.130436,19.021755,18.524511,18.354952,18.15667,183.6030208,21.81402844
20.254181,19.958891,19.71372,19.666685,19.624372,183.6191238,21.75140614
20.894474,19.931679,19.563515,19.398069,19.447941,183.2737981,21.76855192
20.114346,17.487837,16.213192,15.777255,15.458204,183.6489577,21.79393512
20.341314,20.087023,20.042698,19.867954,19.65132,183.6510707,21.76496646
19.441151,18.442709,18.096443,18.021687,17.983952,182.222393,22.11530335
18.333971,16.774416,16.273829,16.085419,16.072662,183.3390779,21.6750816
20.819132,19.445492,18.896011,18.64414,18.643421,183.3418454,21.67493771
19.461184,17.502537,16.772032,16.524714,16.430107,183.3383328,21.71598393
19.733402,18.722347,18.403004,18.303883,18.252728,183.2968992,21.76095102
17.682714,16.517899,16.214973,16.07128,16.102676,181.8953469,22.10966996
19.851656,18.835453,18.438124,18.347971,18.207716,182.2306225,22.06881103
20.710545,18.491877,17.584873,17.326599,17.173513,182.2315072,22.11785231
19.445654,18.32259,17.95075,17.785187,17.786921,182.32041,22.16822673
19.917404,19.762537,19.820786,19.613815,19.505274,182.3138519,22.26723888
18.224224,17.91176,17.717678,17.726194,17.523958,182.2289289,22.23214885
20.085712,19.142355,18.842846,18.734074,18.67668,182.321472,22.23213217
17.437777,17.065678,17.317177,17.534534,17.772434,182.6384705,22.23406264
18.194412,16.947176,16.51132,16.364916,16.393473,182.4161247,22.14994448
18.128201,17.25552,16.864573,16.732586,16.70504,183.7033596,21.67139935
19.754789,17.677439,16.739716,16.417084,16.245073,183.7135654,21.77778243
17.153538,16.032598,15.62858,15.478746,15.531681,183.7304091,21.80920401
18.032804,16.519312,15.948705,15.77739,15.705326,183.7760074,21.69701643
20.708994,19.198196,18.480186,18.229637,18.124798,183.7180677,21.66151977
20.708817,18.690725,17.779634,17.478333,17.366182,183.7287627,21.67587701
19.832075,18.534248,17.994715,17.790134,17.7978,183.7294877,21.69790545
20.277765,19.204727,18.894667,18.764671,18.885704,183.757299,21.81296012
17.921894,16.500725,15.999439,15.813115,15.676739,184.1382544,21.84307191
16.777081,15.734674,15.326569,15.169354,15.118222,184.1483179,21.71100722
19.022364,18.092016,17.717274,17.625284,17.540133,184.1836255,21.8592264
20.662617,18.249474,17.002411,16.486074,16.132298,184.1410875,21.77408973
18.983704,17.626589,17.148415,16.988602,16.941648,182.5417625,22.2028114
20.2997,19.196415,18.879318,18.720022,18.7677,182.3138433,22.07439508
20.518728,20.261559,20.00663,19.997963,19.771832,184.153123,21.8632321
19.5695,18.785152,18.553242,18.397892,18.391287,184.1644076,21.66267313
19.523172,17.998922,17.392181,17.192497,17.052845,184.1674516,21.72858587
20.668871,19.724562,19.405346,19.335722,19.284782,184.1765866,21.86448505
20.548717,19.499846,19.31505,19.211025,19.254889,182.3180628,22.09230243
20.638561,19.766394,19.378397,19.247303,19.140944,184.1845249,21.69052096
20.723055,19.5798,19.100855,18.882391,18.862104,182.4323873,22.14950495
19.992226,18.785395,18.401684,18.241917,18.245903,182.4307824,22.25424768
20.796568,18.108789,16.770575,16.015251,15.666293,183.4090158,22.19187086
18.051023,16.381819,15.68168,15.424318,15.361554,183.3018231,22.15665985
18.703678,17.486586,17.011555,16.857298,16.871109,183.3097255,22.21027181
17.929663,16.210022,15.607599,15.418588,15.3881,183.3199854,22.23292759
18.733118,17.784727,17.418203,17.276659,17.305439,183.3403552,22.22337535
19.41143,18.525734,18.204245,18.06205,18.106201,183.3450752,22.16061056
19.004257,17.401114,16.795757,16.535927,16.478142,183.3470991,22.1104437
20.453859,17.992065,16.803509,16.425241,16.215584,183.23836,22.13995305
20.693743,19.879278,19.526968,19.488415,19.531704,183.2471863,22.13743008
20.973299,20.111122,19.758501,19.699724,19.629072,183.254624,22.20036621
20.852566,19.871542,19.51766,19.455612,19.470936,183.256382,22.12945132
20.603195,19.098244,18.491318,18.270193,18.110382,183.2560708,22.2780826
20.64209,19.681091,19.386887,19.229591,19.208847,183.3536024,22.09717262
19.903013,17.950012,17.183493,16.909021,16.783815,183.3899485,22.22448203
20.291412,19.438869,19.068304,18.918657,18.779369,183.3932814,22.16498885
18.725266,17.752178,18.024704,18.27257,18.409651,183.6383317,22.27150652
18.899258,17.905106,17.503117,17.406176,17.356194,183.2949434,22.2238385
17.457825,16.287815,15.897407,15.772111,15.637008,184.1745066,22.22106397
18.773617,16.97913,16.277117,16.018517,15.854403,183.633316,22.26571163
18.910254,18.529503,18.63089,18.9028,19.056328,183.2393445,22.25676526
17.916979,16.883108,16.368286,16.222847,16.169058,183.2543818,22.09571547
18.615013,16.768826,16.01292,15.766775,15.6509,183.2632544,22.0746322
19.511803,19.056789,19.033463,19.136278,19.212336,183.6544381,22.27452148
20.909544,18.958107,18.114641,17.970852,17.784838,183.6376581,22.07589118
20.001268,18.745754,18.14926,17.94079,17.778027,183.6522046,22.19810622
17.492771,16.174616,15.635607,15.499424,15.411846,183.7011836,22.21755723
18.829792,17.711277,17.248486,17.126135,17.154671,183.740191,22.14942924
18.876524,18.054274,17.734867,17.595013,17.5902,183.7501614,22.27297735
17.684547,16.262009,15.792181,15.605957,15.513535,184.1415886,22.21956799
20.12718,18.995995,18.631765,18.453426,18.376291,184.1573285,22.15418666
19.841972,18.923965,18.662622,18.531597,18.557219,183.3669776,22.11270082
19.765816,18.570316,18.138165,17.967003,17.802217,184.1516548,22.11967109
19.964642,18.594507,18.035643,17.766579,17.693731,182.2993129,22.63867409
20.216578,18.074732,17.134092,16.762613,16.612156,182.3016955,22.61777795
20.501114,19.611208,19.391459,19.312521,19.227118,184.1724058,22.14559858
18.912127,17.608625,17.050016,16.820721,16.635132,184.180954,22.0873026
16.99391,15.756363,15.917974,16.007128,16.21797,182.4143053,22.57831782
18.865538,18.629425,18.442341,18.166563,18.271587,182.4132342,22.63767433
18.422264,17.020205,16.379292,16.225887,16.086529,183.6911662,22.11124312
18.016661,16.779009,16.3454,16.086792,16.110645,181.8927386,22.6637624
20.089363,18.642538,18.102367,17.885893,17.750238,183.6958345,22.28195648
17.201458,16.116629,15.761645,15.652836,15.572725,182.2428705,22.56983927
19.072565,17.512295,16.912571,16.651901,16.587902,182.313115,22.66888541
20.17202,18.052372,17.06617,16.799946,16.68268,183.7311661,22.19338619
20.941624,19.192551,18.448076,18.262697,18.225904,183.7372558,22.12409752
20.033903,18.687115,18.067745,17.849092,17.741243,183.7624793,22.15364608
20.240444,17.951719,16.982794,16.611443,16.510906,183.3271571,22.18877425
20.58987,19.708345,19.366835,19.300018,19.392456,183.3259891,22.18650618
19.938148,18.75275,18.25083,18.089815,17.993414,183.7719691,22.17465049
20.479218,19.464777,19.17914,19.108679,18.956337,182.2533411,22.54939693
18.327875,16.968491,16.537767,16.41691,16.350574,183.3774004,22.27913046
18.896793,17.354393,16.738926,16.47961,16.389572,183.4058347,22.23367392
20.260529,19.377409,19.059912,18.980209,18.822916,182.2399631,22.59868153
19.99954,18.840485,18.308435,18.080389,17.911287,182.2481454,22.63185984
19.471468,17.802334,17.19689,16.945898,16.894491,182.3009405,22.66476795
19.00119,16.659294,15.714719,15.39946,15.21117,184.1848289,22.15620504
20.553129,18.001688,16.791203,16.29896,16.117712,182.4295472,22.53807177
19.833485,18.836149,18.501064,18.413822,18.360798,184.1850708,22.09345585
20.560324,19.129213,18.512585,18.29355,18.128809,184.187537,22.08906057
19.555107,18.609581,18.335375,18.220692,18.124804,182.5492257,22.50147849
18.830729,17.756681,17.373682,17.220276,17.202497,183.3602823,22.4961089
18.797024,17.675835,17.318329,17.162424,17.21163,182.4113965,22.65201449
18.089693,16.959431,16.571388,16.458342,16.412706,184.1952822,22.15039707
20.408617,17.8477,16.601007,16.132313,15.843603,183.2734337,22.59899148
20.63298,19.77161,19.292686,19.199457,19.126606,183.2402326,22.58672134
20.149361,18.398331,17.671598,17.450527,17.289457,183.2939057,22.53937476
20.559305,19.421257,18.843718,18.660223,18.553503,183.2596311,22.54291362
20.600719,19.748783,19.452789,19.307835,19.352352,182.4083101,22.6576955
19.692141,17.278225,16.171614,15.726557,15.600103,182.4189834,22.59044358
20.778893,18.598185,17.502628,17.101339,16.943909,182.4246208,22.56218658
20.269367,19.941324,19.690046,19.536345,19.5355,182.6675871,22.48935497
17.586483,16.380142,15.881495,15.754258,15.676869,183.2291173,22.60517094
17.766954,16.400288,15.801925,15.653385,15.527731,183.2339431,22.59182119
16.741619,15.567913,15.20967,15.088149,15.092138,183.3379948,22.62667324
18.210012,16.533058,15.923871,15.703078,15.641258,183.3528945,22.66512503
19.572235,18.640615,18.375792,18.254744,18.259827,183.3151379,22.69321612
20.147236,17.962193,16.993944,16.657301,16.428905,183.2709268,22.68993044
20.753057,19.794884,19.486101,19.374207,19.406231,183.3386119,22.57213197
18.29668,16.986942,16.509344,16.414234,16.321239,183.6474193,22.5949064
17.169331,16.02334,15.630846,15.47768,15.467799,183.3667553,22.55961982
18.202141,16.762468,16.248325,16.079542,16.02187,183.3685344,22.63169554
17.381107,16.131733,15.645899,15.473235,15.430336,183.3894136,22.57780152
17.988722,16.785608,16.331099,16.211685,16.167515,183.6530712,22.68707173
18.692316,17.441895,16.879047,16.674419,16.612694,183.3972328,22.6122721
17.041243,15.936878,15.472754,15.371747,15.274799,183.2473575,22.58728076
19.411413,17.04002,16.024809,15.690443,15.527103,183.3155379,22.55670719
18.924219,17.400394,16.852501,16.634121,16.589663,183.3255866,22.66376909
20.730396,19.793917,19.412195,19.28784,19.329266,183.6395463,22.68893295
20.102299,19.048079,18.702387,18.599131,18.604946,183.6555094,22.69686103
20.760801,19.643368,19.209263,19.027216,19.076942,183.7437935,22.6406488
20.184208,18.624598,18.070087,17.830917,17.755276,183.6991711,22.53670185
19.894629,19.088345,18.851768,18.761375,18.834623,183.706013,22.69983999
18.740274,17.529312,17.054743,16.851454,16.731169,183.107998,21.75007295
19.704294,18.745182,18.406166,18.24305,18.196507,183.1226052,21.65661121
17.064522,15.85478,15.461047,15.351502,15.320937,183.1610637,21.85124942
19.776419,18.220072,17.659351,17.45816,17.356306,183.4937256,21.75423015
20.519474,19.599077,19.348444,19.214727,19.191383,183.5149146,21.85242051
18.411802,16.481462,15.648778,15.340972,15.216154,183.5607023,21.69146564
19.01339,17.814497,17.314508,17.168917,17.111534,183.5764778,21.75046075
20.388103,17.886839,16.605715,15.977699,15.638662,183.5665578,21.69127785
18.949163,17.76499,17.41308,17.297764,17.21413,183.510167,21.76174933
19.039806,18.118841,17.732159,17.59347,17.561716,184.0214415,21.2521899
20.640858,18.338747,17.34971,17.012989,16.828461,183.5564246,21.77235997
17.827089,16.710804,16.281836,16.130119,16.105869,183.9948709,21.78775741
18.045406,16.681309,16.171995,15.965831,15.912331,184.0170746,21.71746402
17.40666,16.021292,15.551305,15.3744,15.345793,182.0298326,22.17499752
20.657003,19.780771,19.41683,19.238596,19.211519,183.9702655,21.7117382
19.123589,17.587629,16.999111,16.640615,16.694853,184.0246028,21.80926838
20.716446,19.706083,19.457775,19.315519,19.328079,184.0247898,21.78300296
20.457205,18.063169,16.980446,16.604439,16.408331,184.0822828,21.84812679
19.013023,17.846785,17.394005,17.11533,17.018143,182.0701002,22.2339527
17.982805,16.596333,16.10994,15.917535,15.897171,182.0149673,22.07613025
19.561314,18.70204,18.392748,18.270447,18.26877,182.0194743,22.12098957
19.605696,18.151505,17.663876,17.499739,17.394577,182.0583723,22.18791444
20.255892,19.861755,19.795303,19.832968,19.822842,182.0586994,22.20423622
20.478884,19.558659,19.356281,19.243481,19.296438,184.0052383,21.73198102
20.096296,17.423758,16.072563,15.483061,15.204261,184.0118584,21.79062771
19.340202,19.268732,19.233286,19.195112,19.203375,184.016083,21.71112744
19.568083,18.409082,18.270241,18.192772,18.158829,184.0217184,21.84677965
19.70595,18.342457,17.809414,17.572519,17.395094,182.0660709,22.07394026
20.376938,19.223042,18.726156,18.521923,18.348879,182.0749221,22.11610815
20.373199,17.914324,16.803505,16.343479,16.163794,182.3398478,22.23002968
19.796871,18.646591,18.145708,17.847364,17.777607,182.0291977,22.11229927
19.92095,18.857315,18.578506,18.494085,18.479992,182.3390989,22.26265317
20.395845,19.335468,19.008907,18.857096,18.84411,182.3471502,22.07483852
19.47175,17.726255,17.104494,16.859949,16.803892,182.3464552,22.252352
18.008959,16.569342,16.076948,15.870967,15.699954,182.6063053,22.26942716
19.942255,17.328913,15.990787,15.302034,15.004942,182.4832863,22.11903349
20.985964,19.183678,18.484522,18.147871,18.066454,182.489947,22.20845987
18.214176,17.009785,16.580278,16.411123,16.297863,182.0665323,22.16872031
19.949911,17.789816,16.893595,16.60084,16.468142,184.0507007,21.82033922
20.169067,19.27454,19.028141,18.927956,18.957949,184.0484743,21.83786892
20.87299,20.125881,19.787191,19.68018,19.489094,182.1770468,22.25924326
19.36109,17.510693,16.799076,16.509571,16.399754,183.1294197,22.21105718
17.672802,16.372337,16.065825,15.893064,15.867243,182.6160341,22.17739819
19.492376,18.380915,18.304419,18.348066,18.398384,183.108285,22.18063704
16.772388,15.589018,15.169222,15.084519,15.058474,183.062588,22.13429438
19.576273,18.648455,18.376749,18.275,18.309925,182.0277231,22.23408001
17.980288,16.942102,16.680788,16.586065,16.563997,183.061869,22.221456
19.34074,18.488445,18.146074,18.04282,18.036919,183.1480364,22.07913948
18.865843,17.805277,17.278873,17.084181,17.006195,183.1684871,22.09921425
20.171391,19.207567,19.012396,18.905729,18.95969,182.4947175,22.10138731
17.303581,16.098528,15.68994,15.534818,15.551968,184.0274273,21.75426622
19.961586,18.441858,17.871412,17.599945,17.536083,183.1750623,22.23546301
18.503967,17.109394,16.54812,16.400522,16.374184,184.067232,21.81768738
17.776974,15.997351,15.296544,15.091359,15.094152,184.0704801,21.74947135
20.48917,19.45256,19.025703,18.81612,18.760992,182.4940798,22.19215757
19.598555,18.722881,18.452076,18.361219,18.417994,183.1788,22.13034435
20.337601,18.187626,17.22377,16.801872,16.600929,183.1744375,22.18244432
20.207882,20.310274,19.930445,19.833517,19.864544,183.0723316,22.11846916
20.745022,18.341463,17.381435,16.964205,16.810034,182.496271,22.20823368
20.083687,19.177896,18.839134,18.653856,18.727551,182.5010965,22.19580634
16.998444,15.905225,15.468158,15.324747,15.270982,183.0638798,22.17162126
20.143114,18.194084,17.531296,17.217508,17.119808,183.1521423,22.23877814
20.236755,18.437359,17.758427,17.487822,17.41246,183.1587152,22.11862543
20.716953,18.076654,16.760473,16.175898,15.922228,183.1907716,22.19087283
18.850243,17.83329,17.46138,17.381426,17.312788,183.4575439,22.11695244
17.972206,16.560221,16.036106,15.855419,15.755463,183.5260646,22.19884425
17.954548,16.671238,16.260822,16.104532,16.088734,183.5271134,22.28134783
20.122128,18.945292,18.53046,18.318319,18.293436,183.4287999,22.20343166
20.618246,18.170654,16.826679,16.179537,15.816347,183.4370048,22.1178497
19.773079,18.823517,18.572687,18.54821,18.557089,183.5085754,22.13311537
19.740705,18.530863,18.175207,18.097271,18.028158,183.5202909,22.26608591
20.989979,18.329649,16.900038,16.207331,15.781129,183.5286908,22.135576
20.663828,19.282423,18.718323,18.517363,18.43866,183.113794,22.18359527
20.006182,19.064371,18.79785,18.671778,18.657375,183.999503,22.17553795
20.642012,19.689713,19.422625,19.32793,19.313343,183.9996928,22.19946129
19.263985,18.156301,17.794474,17.659237,17.636389,183.9856089,22.17216149
20.210873,19.332039,18.945074,18.882193,18.841621,183.5536819,22.08109009
20.003012,19.07514,18.755823,18.679598,18.65023,183.5684,22.15505814
20.612621,18.031498,16.629492,16.019274,15.685669,183.5807403,22.12453247
20.962156,19.574179,19.021887,18.761864,18.67868,183.5795782,22.27872088
20.657785,19.060043,18.452873,18.29447,18.21426,184.0575108,22.10551358
20.14333,19.213739,18.837074,18.701761,18.693464,184.0062977,22.08994136
19.71541,19.395369,19.377748,18.995914,19.141003,184.0057917,22.1557111
19.95208,17.502947,16.366226,15.900704,15.674566,184.0081961,22.10388589
19.700325,17.450087,16.511061,16.099283,15.898052,184.0155247,22.24153294
20.420395,17.966814,16.938496,16.45261,16.221735,184.0182,22.19102318
18.784288,17.828688,17.483458,17.35457,17.363249,184.0323539,22.13614354
19.132998,18.171515,17.871021,17.788092,17.778641,184.0448591,22.09865782
17.423212,16.134714,15.545443,15.325019,15.29476,184.0684847,22.17379976
18.600889,17.393734,16.899691,16.711964,16.71385,184.0729022,22.16811625
20.450502,19.085684,18.526213,18.324005,18.241295,182.1820342,22.6544293
19.823252,18.954334,18.638103,18.53466,18.577412,184.0555749,22.15103592
20.755169,19.719095,19.149977,18.921576,18.826391,182.0140443,22.59039978
20.998098,19.899931,19.517689,19.427792,19.419075,184.0646152,22.24058518
19.290956,18.266508,17.96176,17.843422,17.781069,182.1600789,22.51139811
20.363899,19.204363,19.270273,19.394049,19.581772,184.0677418,22.24136368
18.73061,18.134829,18.190956,18.151237,17.960768,184.0245709,22.16344243
18.775385,16.792168,16.065777,15.726048,15.640846,182.3649165,22.60450043
20.189707,19.086374,19.051748,19.074055,19.108084,184.0401933,22.1110686
19.775517,18.435995,17.851116,17.672054,17.627703,184.0712793,22.1934047
19.95109,18.497707,17.89282,17.612829,17.562738,184.078227,22.19462973
17.515369,16.069498,15.585684,15.418489,15.309153,182.0331476,22.5797053
18.852972,17.257479,16.733658,16.515652,16.389288,182.4896448,22.4897676
18.451082,16.915176,16.545837,16.430111,16.320185,182.0701496,22.6313202
18.597176,17.689291,17.443361,17.332558,17.307682,182.4962528,22.66175731
19.487267,17.492861,16.715261,16.427704,16.243338,182.0251435,22.63336972
18.410847,16.666265,15.952422,15.637385,15.479065,182.076546,22.64779034
17.399734,16.506956,16.351011,16.100494,16.127962,182.0805999,22.55657471
18.916527,17.977423,17.721624,17.626436,17.720072,182.6304526,22.66567993
20.407515,18.568323,17.892715,17.642952,17.545525,182.1628561,22.6343039
20.806778,19.296122,18.794386,18.604464,18.511728,182.1733406,22.63835395
20.460594,19.447638,19.170464,19.054995,19.144835,182.1814414,22.6048578
17.224564,16.049109,15.593117,15.413251,15.362326,183.1177166,22.63284302
17.653343,16.558464,16.248215,16.084126,16.069761,182.6136965,22.51192489
19.517296,17.897528,17.329496,17.140123,17.076878,183.1192307,22.59296485
18.380384,17.023783,16.526833,16.321323,16.257174,183.1649303,22.60446256
19.393738,18.3393,17.945303,17.83283,17.78957,183.1814917,22.54305071
19.812872,18.744406,18.521025,18.431705,18.388384,183.9853182,21.86630387
19.116783,18.066723,17.642178,17.507017,17.515488,183.190332,22.55457784
20.076412,19.046856,18.729906,18.574135,18.537575,183.9864979,21.79787465
17.685328,16.70236,16.451975,16.338543,16.351513,182.6138911,22.52456807
17.63479,16.200756,15.736077,15.530247,15.469405,182.6218458,22.51233329
20.730507,18.864727,18.027592,17.666817,17.411913,183.1017618,22.66999606
20.384907,18.12495,17.189478,16.86635,16.686266,183.1123636,22.55685417
20.62328,19.857771,19.766226,19.753117,19.736303,183.1284331,22.66812443
20.048113,18.720449,18.279108,18.070101,18.022539,183.457015,22.21718248
20.993355,19.458757,18.811956,18.571646,18.380728,183.4883561,22.19579135
