u_mag,g_mag,r_mag,i_mag,z_mag
18.865,18.767,19.025,19.294,19.526
19.393,19.244,19.539,19.817,19.856
19.554,19.31,19.474,20.535,19.694
18.956,18.549,18.824,19.003,19.294
19.211,19.02,19.299,19.623,20.031
20.081,19.541,19.34,19.323,19.241
19.453,19.024,19.029,19.155,19.206
18.688,18.524,18.529,18.679,18.802
19.448,18.98,19.084,19.182,19.48
20.26,19.907,19.984,20.104,20.312
18.235,18.277,18.593,18.922,18.973
20.743,20.253,20.306,20.529,20.741
19.673,19.211,18.883,17.954,17.197
19.673,19.211,18.883,17.954,17.197
20.517,20.203,20.229,19.804,19.117
18.575,18.118,18.271,18.423,18.664
19.84,19.465,19.563,19.729,19.954
20.273,19.922,20.129,20.316,20.132
19.607,19.246,19.264,19.383,19.554
18.311,17.921,18.041,18.197,18.419
20.358,19.692,18.942,17.993,17.384
20.7,20.143,20.271,20.512,20.605
19.928,19.427,19.474,19.645,19.711
19.928,19.427,19.474,19.645,19.711
19.928,19.427,19.474,19.645,19.711
19.701,19.439,19.654,19.796,19.759
17.85,17.778,18.138,18.429,18.683
19.571,19.525,19.438,19.0,18.642
19.523,19.105,19.091,19.175,19.209
19.563,19.099,19.175,19.361,19.427
18.918,18.65,18.923,19.336,19.511
18.407,18.527,18.769,19.051,19.225
19.9,19.844,20.15,20.365,20.652
19.554,19.143,19.009,19.072,19.186
18.975,19.319,19.658,19.437,19.271
19.031,18.033,16.913,16.11,15.615
19.296,18.479,17.438,16.56,16.051
17.896,17.544,17.748,18.004,18.265
19.707,19.207,19.431,19.604,19.702
20.265,19.893,20.056,20.319,20.301
20.653,20.056,19.636,18.549,17.872
20.372,20.205,20.596,20.673,20.886
20.372,20.205,20.596,20.673,20.886
20.372,20.205,20.596,20.673,20.886
20.372,20.205,20.596,20.673,20.886
20.372,20.205,20.596,20.673,20.886
17.502,17.318,17.393,17.565,17.844
17.835,17.668,17.978,18.257,18.594
20.216,19.673,19.181,18.271,17.672
20.841,20.119,20.115,19.875,19.17
20.841,20.119,20.115,19.875,19.17
20.841,20.119,20.115,19.875,19.17
19.396,19.25,18.925,18.073,17.532
19.539,19.224,19.46,19.751,19.97
20.165,19.79,19.816,19.862,20.037
20.165,19.79,19.816,19.862,20.037
20.165,19.79,19.816,19.862,20.037
20.165,19.79,19.816,19.862,20.037
20.165,19.79,19.816,19.862,20.037
20.165,19.79,19.816,19.862,20.037
20.165,19.79,19.816,19.862,20.037
16.488,16.372,16.681,17.006,17.23
18.123,17.631,17.658,17.791,17.892
19.915,19.408,19.293,19.247,19.37
19.546,19.166,19.233,19.335,19.566
19.546,19.166,19.233,19.335,19.566
19.546,19.166,19.233,19.335,19.566
19.546,19.166,19.233,19.335,19.566
19.546,19.166,19.233,19.335,19.566
20.752,20.285,20.239,20.27,20.274
20.752,20.285,20.239,20.27,20.274
20.752,20.285,20.239,20.27,20.274
20.752,20.285,20.239,20.27,20.274
20.752,20.285,20.239,20.27,20.274
20.752,20.285,20.239,20.27,20.274
19.089,18.632,18.756,18.86,19.103
19.089,18.632,18.756,18.86,19.103
19.089,18.632,18.756,18.86,19.103
19.089,18.632,18.756,18.86,19.103
19.089,18.632,18.756,18.86,19.103
19.089,18.632,18.756,18.86,19.103
19.683,19.206,19.171,19.206,19.253
19.683,19.206,19.171,19.206,19.253
19.683,19.206,19.171,19.206,19.253
20.252,19.815,19.879,20.014,20.288
20.252,19.815,19.879,20.014,20.288
18.555,18.409,18.459,18.638,18.832
19.071,18.7,18.725,18.856,19.025
18.406,18.007,18.188,18.392,18.595
18.406,18.007,18.188,18.392,18.595
18.406,18.007,18.188,18.392,18.595
18.406,18.007,18.188,18.392,18.595
18.406,18.007,18.188,18.392,18.595
20.096,19.973,20.242,20.499,20.413
20.096,19.973,20.242,20.499,20.413
20.096,19.973,20.242,20.499,20.413
20.096,19.973,20.242,20.499,20.413
20.096,19.973,20.242,20.499,20.413
20.121,19.68,19.688,19.996,20.097
19.305,19.263,19.655,19.923,20.364
19.305,19.263,19.655,19.923,20.364
19.305,19.263,19.655,19.923,20.364
19.305,19.263,19.655,19.923,20.364
19.305,19.263,19.655,19.923,20.364
19.811,19.31,19.202,19.201,19.118
18.968,18.779,19.098,19.335,19.614
18.968,18.779,19.098,19.335,19.614
18.968,18.779,19.098,19.335,19.614
18.968,18.779,19.098,19.335,19.614
18.968,18.779,19.098,19.335,19.614
20.157,19.773,19.625,19.589,19.739
20.157,19.773,19.625,19.589,19.739
20.157,19.773,19.625,19.589,19.739
20.157,19.773,19.625,19.589,19.739
20.157,19.773,19.625,19.589,19.739
20.096,19.771,19.762,19.786,19.655
19.498,18.979,19.011,19.092,19.261
19.498,18.979,19.011,19.092,19.261
19.498,18.979,19.011,19.092,19.261
19.498,18.979,19.011,19.092,19.261
19.498,18.979,19.011,19.092,19.261
18.82,18.814,19.177,19.438,19.858
18.82,18.814,19.177,19.438,19.858
18.82,18.814,19.177,19.438,19.858
18.82,18.814,19.177,19.438,19.858
18.82,18.814,19.177,19.438,19.858
20.412,19.994,20.198,20.362,20.247
20.412,19.994,20.198,20.362,20.247
20.412,19.994,20.198,20.362,20.247
20.412,19.994,20.198,20.362,20.247
20.412,19.994,20.198,20.362,20.247
18.978,19.034,19.251,19.454,19.651
19.849,19.488,19.58,19.742,19.939
19.151,19.082,19.406,19.736,19.99
20.527,20.127,20.151,20.371,20.501
18.268,18.101,18.437,18.737,18.995
20.048,19.784,19.922,20.101,20.323
20.048,19.784,19.922,20.101,20.323
20.048,19.784,19.922,20.101,20.323
20.048,19.784,19.922,20.101,20.323
20.048,19.784,19.922,20.101,20.323
20.016,19.606,19.705,19.822,19.927
20.293,19.849,19.921,20.013,19.887
18.667,18.677,19.075,19.379,19.65
18.667,18.677,19.075,19.379,19.65
18.667,18.677,19.075,19.379,19.65
18.667,18.677,19.075,19.379,19.65
18.667,18.677,19.075,19.379,19.65
20.587,20.033,20.082,20.184,20.254
20.587,20.033,20.082,20.184,20.254
20.587,20.033,20.082,20.184,20.254
20.587,20.033,20.082,20.184,20.254
20.587,20.033,20.082,20.184,20.254
17.508,17.02,17.182,17.369,17.602
19.152,18.757,18.869,18.511,17.961
20.426,20.115,20.089,20.225,20.288
19.454,19.521,19.988,20.233,20.223
20.744,20.447,20.623,20.711,20.971
19.171,18.79,18.649,18.651,18.866
19.346,19.079,19.079,19.159,19.325
20.323,20.155,20.28,19.865,19.201
19.728,19.711,19.817,20.006,20.27
19.856,19.487,19.757,19.969,20.309
19.671,19.757,20.071,20.335,20.84
19.089,18.926,18.911,19.027,19.069
19.089,18.926,18.911,19.027,19.069
19.946,19.67,19.925,20.237,20.214
20.269,19.789,19.566,19.476,19.535
20.253,20.059,20.358,20.689,20.879
19.738,19.494,19.777,19.975,20.39
20.399,20.159,20.485,20.653,20.737
20.349,19.935,19.938,20.121,20.08
20.295,20.146,20.403,20.75,20.995
20.638,20.302,20.346,20.381,20.506
18.141,18.148,18.499,18.771,18.874
19.56,19.198,19.335,19.536,19.573
19.56,19.198,19.335,19.536,19.573
17.087,16.709,16.181,15.373,14.829
17.619,17.798,18.222,18.503,18.964
18.447,18.162,18.477,18.718,18.929
18.636,18.133,18.143,18.25,18.373
18.636,18.133,18.143,18.25,18.373
18.636,18.133,18.143,18.25,18.373
19.94,19.597,19.797,20.073,20.328
19.958,19.759,19.779,19.842,19.954
19.667,19.252,19.523,19.687,19.981
18.998,19.015,19.187,19.334,19.466
18.627,18.62,18.876,19.072,19.143
19.632,19.241,19.285,19.391,19.513
19.281,19.774,20.263,20.513,20.313
18.942,18.477,18.445,18.487,18.601
20.138,19.728,19.826,20.0,20.198
18.332,18.28,18.625,18.795,18.797
18.332,18.28,18.625,18.795,18.797
19.15,19.317,19.545,19.741,19.996
19.77,19.206,18.666,17.698,16.969
19.145,18.771,18.976,19.163,19.343
20.632,20.235,20.15,20.187,20.345
19.963,19.624,19.54,19.629,19.838
20.009,19.668,19.93,20.154,20.331
20.697,20.319,20.337,20.349,20.52
20.095,19.724,19.596,19.643,19.725
19.355,19.287,19.648,19.912,20.297
19.644,19.224,19.326,19.502,19.761
19.57,19.193,19.056,19.03,19.216
17.909,17.821,17.95,18.159,18.258
20.263,20.465,20.777,20.959,20.635
20.472,19.906,19.827,19.826,19.796
19.804,19.361,19.429,19.511,19.729
20.362,20.1,20.353,20.644,20.735
19.713,19.71,20.02,20.237,20.891
18.54,18.716,19.133,19.513,19.68
18.309,17.909,17.868,17.942,18.059
20.066,19.534,18.975,18.064,17.487
20.116,19.747,20.0,20.112,20.14
20.787,20.317,20.179,20.254,20.302
19.371,19.297,19.629,19.895,20.177
20.441,20.37,20.288,20.319,20.27
20.4,19.874,19.917,19.956,20.052
19.414,18.952,18.876,18.86,19.0
19.414,18.952,18.876,18.86,19.0
20.083,19.728,19.944,20.204,20.811
20.042,19.9,20.187,20.628,20.715
19.265,19.332,19.617,19.748,19.959
20.349,19.885,19.877,19.916,20.007
18.971,18.63,18.574,18.579,18.734
18.971,18.63,18.574,18.579,18.734
18.809,18.742,18.461,17.655,17.0
20.517,20.121,20.085,19.999,20.032
19.734,19.212,18.718,17.74,17.08
17.571,17.211,17.476,17.745,18.003
19.164,19.279,19.658,19.86,19.985
20.833,20.376,20.303,20.308,20.125
19.994,19.231,18.424,17.292,16.6
19.994,19.231,18.424,17.292,16.6
19.994,19.231,18.424,17.292,16.6
19.994,19.231,18.424,17.292,16.6
19.4,18.985,19.038,19.233,19.362
19.937,19.951,20.322,20.667,20.206
19.736,19.743,20.206,20.474,20.411
16.472,16.244,16.651,16.913,17.197
18.752,18.498,18.833,19.212,19.488
19.445,18.886,19.095,19.304,19.47
18.305,17.981,18.257,18.462,18.747
19.664,19.184,19.224,19.312,19.519
19.664,19.184,19.224,19.312,19.519
19.422,19.104,19.416,19.666,19.914
19.858,19.495,19.506,19.548,19.773
20.422,20.084,20.268,20.409,20.65
19.304,18.879,18.925,19.05,19.208
20.254,20.161,20.515,20.819,20.799
17.419,17.294,17.583,17.873,18.139
17.419,17.294,17.583,17.873,18.139
19.38,19.026,19.266,19.522,19.714
18.29,18.544,18.812,18.758,18.4
19.679,19.174,19.017,18.971,18.989
19.679,19.174,19.017,18.971,18.989
19.951,18.817,17.907,16.599,15.845
19.951,18.817,17.907,16.599,15.845
19.951,18.817,17.907,16.599,15.845
18.682,18.388,18.473,18.57,18.732
18.682,18.388,18.473,18.57,18.732
18.682,18.388,18.473,18.57,18.732
16.502,16.846,17.349,17.778,18.013
20.785,20.428,20.62,20.967,20.883
17.794,17.343,17.212,17.241,17.373
19.429,19.043,19.139,19.331,18.49
18.288,18.092,18.406,18.613,18.92
18.732,18.457,18.701,18.943,19.177
20.134,19.655,19.606,19.498,19.598
16.528,17.01,17.51,17.889,18.135
20.556,20.156,20.152,20.192,20.32
20.409,19.937,19.946,20.049,20.388
20.528,20.25,20.525,20.74,20.353
20.18,19.683,19.886,20.098,20.254
20.18,19.683,19.886,20.098,20.254
19.302,18.74,18.603,18.567,18.546
17.813,17.767,18.078,18.346,18.736
20.769,19.829,18.816,17.814,17.229
20.769,19.829,18.816,17.814,17.229
20.303,19.89,20.1,20.295,20.326
20.303,19.89,20.1,20.295,20.326
20.177,19.627,19.796,19.942,20.264
19.842,19.35,19.591,19.802,19.821
17.252,16.809,16.854,16.251,15.642
20.027,19.691,19.941,20.09,20.236
20.027,19.691,19.941,20.09,20.236
19.839,19.458,19.331,18.788,18.278
17.654,18.059,18.451,18.782,19.075
17.654,18.059,18.451,18.782,19.075
19.821,19.556,19.717,19.97,20.159
17.805,17.387,17.593,17.783,18.068
17.805,17.387,17.593,17.783,18.068
20.266,19.851,19.914,19.975,19.632
19.948,19.825,20.112,20.373,20.734
19.948,19.825,20.112,20.373,20.734
17.829,17.615,17.921,18.203,18.429
17.829,17.615,17.921,18.203,18.429
19.967,19.407,19.469,18.968,18.326
19.967,19.407,19.469,18.968,18.326
19.967,19.407,19.469,18.968,18.326
18.433,18.008,18.091,18.162,18.319
18.433,18.008,18.091,18.162,18.319
18.433,18.008,18.091,18.162,18.319
20.134,20.207,20.409,20.722,20.916
18.093,18.179,18.078,17.377,16.823
18.093,18.179,18.078,17.377,16.823
18.093,18.179,18.078,17.377,16.823
20.184,19.747,19.877,20.078,20.013
20.184,19.747,19.877,20.078,20.013
20.231,19.723,19.895,20.117,20.272
20.231,19.723,19.895,20.117,20.272
18.001,18.029,18.321,18.534,18.807
16.976,17.317,17.749,18.088,18.412
19.813,19.613,19.829,20.088,20.429
20.158,19.769,19.783,19.911,20.026
20.695,20.386,20.326,20.49,20.355
15.313,15.402,15.64,15.882,16.123
19.835,19.831,20.013,20.274,20.414
20.943,20.433,20.568,20.717,20.654
20.241,19.761,19.65,19.073,18.415
19.141,18.604,18.063,16.897,16.041
19.056,18.744,18.901,19.065,19.262
18.218,17.917,17.852,17.857,17.923
18.218,17.917,17.852,17.857,17.923
18.218,17.917,17.852,17.857,17.923
18.218,17.917,17.852,17.857,17.923
18.204,17.879,18.133,18.358,18.546
20.184,19.935,20.168,20.403,20.426
20.722,19.853,18.976,18.067,17.562
20.722,19.853,18.976,18.067,17.562
20.722,19.853,18.976,18.067,17.562
20.25,19.719,19.87,19.953,20.207
19.907,19.411,19.364,19.444,19.422
18.045,17.748,17.926,18.13,18.381
20.433,19.907,20.063,20.175,20.115
19.744,19.186,19.4,19.59,19.748
19.744,19.186,19.4,19.59,19.748
20.14,20.165,20.613,20.852,20.837
19.804,19.272,19.468,19.643,19.741
20.514,20.216,20.315,20.526,20.723
18.679,18.326,18.122,17.3,16.701
20.722,20.295,20.357,20.633,20.521
20.038,19.605,19.501,19.469,19.582
20.038,19.605,19.501,19.469,19.582
20.34,19.965,19.865,19.893,20.256
16.512,16.23,16.132,15.294,14.614
20.556,20.163,20.285,20.527,20.716
18.65,18.179,18.205,18.221,18.373
18.337,17.886,17.787,17.835,17.874
19.352,18.977,18.903,18.936,19.024
20.031,19.642,19.863,20.199,20.284
20.696,20.31,19.915,19.016,18.429
19.491,19.049,19.251,19.444,19.82
19.491,19.049,19.251,19.444,19.82
19.491,19.049,19.251,19.444,19.82
19.491,19.049,19.251,19.444,19.82
19.491,19.049,19.251,19.444,19.82
18.905,18.998,19.377,19.636,19.879
20.087,20.246,19.92,19.282,18.632
18.687,18.524,18.782,18.993,19.249
20.257,20.123,20.145,20.199,20.264
20.87,20.14,20.176,20.305,20.34
18.794,18.334,18.227,18.217,18.25
19.771,19.757,20.053,20.316,20.67
19.647,19.25,19.275,19.308,19.406
18.001,17.613,17.831,18.042,18.345
20.072,19.501,18.873,17.797,17.053
20.775,20.242,19.502,18.429,17.769
20.775,20.242,19.502,18.429,17.769
20.775,20.242,19.502,18.429,17.769
20.775,20.242,19.502,18.429,17.769
20.775,20.242,19.502,18.429,17.769
20.775,20.242,19.502,18.429,17.769
18.957,19.032,19.264,19.494,19.776
20.163,19.59,19.373,19.3,19.244
19.282,18.789,18.668,18.619,18.697
19.282,18.789,18.668,18.619,18.697
19.282,18.789,18.668,18.619,18.697
19.282,18.789,18.668,18.619,18.697
19.282,18.789,18.668,18.619,18.697
20.703,20.333,20.506,20.81,20.662
18.119,17.851,18.073,18.361,18.657
19.269,18.729,18.925,19.067,19.319
20.656,20.215,20.125,20.177,20.19
19.569,19.22,19.464,19.649,19.869
20.081,19.486,19.358,19.302,19.379
19.696,19.238,19.307,19.432,19.592
19.631,19.38,19.466,19.589,19.635
19.12,18.72,18.666,18.74,18.837
19.12,18.72,18.666,18.74,18.837
19.12,18.72,18.666,18.74,18.837
19.12,18.72,18.666,18.74,18.837
19.12,18.72,18.666,18.74,18.837
19.12,18.72,18.666,18.74,18.837
16.625,16.475,16.813,17.111,17.405
19.655,19.269,19.219,19.226,19.307
20.475,20.136,20.258,20.393,20.316
20.475,20.136,20.258,20.393,20.316
20.784,19.884,19.029,17.773,16.982
20.784,19.884,19.029,17.773,16.982
20.784,19.884,19.029,17.773,16.982
20.784,19.884,19.029,17.773,16.982
20.784,19.884,19.029,17.773,16.982
20.784,19.884,19.029,17.773,16.982
18.423,18.572,18.939,19.237,19.534
19.513,19.534,19.723,19.961,20.139
20.617,20.368,20.558,20.671,20.735
20.617,20.368,20.558,20.671,20.735
19.007,19.185,19.556,19.807,19.893
20.419,20.052,20.02,20.148,20.111
20.419,20.052,20.02,20.148,20.111
20.419,20.052,20.02,20.148,20.111
19.999,19.96,20.053,20.258,20.224
18.573,18.094,18.283,18.332,18.705
17.945,17.742,18.052,18.259,18.479
20.167,19.632,19.645,19.688,19.736
17.774,17.294,17.358,17.446,17.577
20.077,19.586,19.454,19.374,19.372
20.594,20.119,20.168,20.288,20.148
19.576,19.018,18.828,18.769,18.916
20.461,19.958,20.197,20.494,20.604
19.5,19.033,19.041,19.231,19.494
20.077,19.836,20.091,20.265,20.459
19.216,18.844,18.739,18.742,18.893
19.216,18.844,18.739,18.742,18.893
20.654,20.262,20.045,19.975,19.946
18.477,18.342,18.637,18.87,19.092
18.477,18.342,18.637,18.87,19.092
15.035,14.614,14.829,15.05,15.318
18.589,18.939,19.418,19.719,19.946
18.219,17.801,17.988,18.112,18.299
18.219,17.801,17.988,18.112,18.299
17.918,18.342,18.856,19.248,19.651
17.918,18.342,18.856,19.248,19.651
17.918,18.342,18.856,19.248,19.651
20.293,20.243,20.673,20.284,20.818
20.548,20.084,20.06,20.146,20.193
19.2,19.271,19.678,19.979,20.523
19.2,19.271,19.678,19.979,20.523
19.664,19.755,20.072,20.231,20.401
20.775,20.466,20.656,20.797,20.556
20.08,19.592,19.786,20.001,20.331
19.933,19.492,19.406,19.416,19.535
20.046,19.777,20.026,20.029,19.722
20.046,19.777,20.026,20.029,19.722
20.044,19.474,19.576,19.683,19.941
20.062,20.036,20.394,20.691,20.607
19.758,19.266,19.15,18.508,17.897
19.957,19.729,19.254,19.18,19.174
20.084,19.863,19.948,20.104,20.089
19.448,19.254,19.46,19.617,19.699
17.459,17.644,17.726,17.137,16.48
17.459,17.644,17.726,17.137,16.48
17.459,17.644,17.726,17.137,16.48
17.459,17.644,17.726,17.137,16.48
20.231,19.906,20.01,20.224,20.559
20.231,19.906,20.01,20.224,20.559
19.193,18.884,19.135,19.439,19.676
18.339,17.962,17.976,18.028,18.202
18.339,17.962,17.976,18.028,18.202
18.339,17.962,17.976,18.028,18.202
18.339,17.962,17.976,18.028,18.202
18.339,17.962,17.976,18.028,18.202
19.614,19.205,19.268,19.406,19.522
19.614,19.205,19.268,19.406,19.522
17.626,17.574,17.927,18.21,18.384
19.869,20.014,20.225,20.468,20.784
20.746,20.099,20.151,20.232,20.58
20.746,20.099,20.151,20.232,20.58
20.212,20.031,20.287,20.567,20.544
20.069,19.453,19.663,19.741,19.872
20.907,20.42,20.471,20.649,20.574
20.907,20.42,20.471,20.649,20.574
18.221,17.436,17.656,17.872,18.118
18.221,17.436,17.656,17.872,18.118
20.274,20.087,20.281,20.542,20.488
20.17,19.631,19.549,19.581,19.586
20.253,19.771,19.631,19.641,19.541
20.253,19.771,19.631,19.641,19.541
19.606,19.318,19.493,19.677,20.016
19.606,19.318,19.493,19.677,20.016
20.803,20.313,20.528,20.699,20.943
20.803,20.313,20.528,20.699,20.943
18.754,18.257,18.065,18.068,18.081
19.485,19.325,19.289,18.64,17.995
19.485,19.325,19.289,18.64,17.995
19.485,19.325,19.289,18.64,17.995
19.485,19.325,19.289,18.64,17.995
18.91,18.472,18.359,18.364,18.497
18.91,18.472,18.359,18.364,18.497
17.519,17.073,17.264,17.501,17.707
17.519,17.073,17.264,17.501,17.707
17.519,17.073,17.264,17.501,17.707
17.519,17.073,17.264,17.501,17.707
20.19,19.899,20.066,20.15,20.504
20.356,19.654,19.404,18.519,17.852
20.356,19.654,19.404,18.519,17.852
17.347,17.65,18.062,18.373,18.715
17.347,17.65,18.062,18.373,18.715
18.503,18.519,18.75,19.03,19.218
18.503,18.519,18.75,19.03,19.218
17.807,17.42,17.627,17.868,18.052
17.807,17.42,17.627,17.868,18.052
19.24,18.817,18.92,19.104,19.195
19.24,18.817,18.92,19.104,19.195
20.653,19.972,19.312,18.486,17.903
20.653,19.972,19.312,18.486,17.903
20.38,20.042,20.25,20.421,20.475
20.38,20.042,20.25,20.421,20.475
17.906,18.298,18.688,19.039,19.444
19.453,19.026,19.237,19.441,19.727
17.211,17.553,18.048,18.4,18.666
18.329,17.816,18.001,18.193,18.428
18.329,17.816,18.001,18.193,18.428
20.634,20.049,19.908,19.859,19.951
20.765,20.489,20.431,20.673,20.949
20.199,19.794,19.748,19.807,19.863
18.972,18.906,19.125,19.281,19.521
18.972,18.906,19.125,19.281,19.521
20.172,19.664,19.788,19.958,19.963
18.018,17.546,17.436,17.409,17.502
20.421,19.443,18.616,17.453,16.874
20.421,19.443,18.616,17.453,16.874
19.048,18.04,17.127,16.195,15.583
19.048,18.04,17.127,16.195,15.583
19.048,18.04,17.127,16.195,15.583
19.048,18.04,17.127,16.195,15.583
20.75,20.311,20.205,20.235,20.255
20.377,20.04,20.128,20.303,20.536
20.377,20.04,20.128,20.303,20.536
19.475,19.126,19.338,19.533,19.871
19.475,19.126,19.338,19.533,19.871
19.315,18.979,19.177,19.388,19.559
19.315,18.979,19.177,19.388,19.559
17.973,18.12,18.47,18.721,18.943
17.973,18.12,18.47,18.721,18.943
18.69,18.467,18.718,18.963,19.253
18.12,18.065,17.824,17.056,16.443
16.183,16.432,16.876,17.245,17.497
16.183,16.432,16.876,17.245,17.497
16.183,16.432,16.876,17.245,17.497
16.183,16.432,16.876,17.245,17.497
19.866,19.929,20.261,20.55,20.935
17.288,17.203,17.456,17.701,17.985
20.059,20.157,20.412,20.5,20.987
17.289,17.062,17.361,17.621,17.835
17.289,17.062,17.361,17.621,17.835
19.843,19.362,19.238,19.239,19.314
19.843,19.362,19.238,19.239,19.314
18.817,18.859,19.149,19.503,19.758
19.954,19.616,19.74,19.948,20.334
17.295,17.078,17.443,17.863,17.984
18.745,18.282,18.313,18.423,18.596
18.621,18.175,18.287,18.441,18.614
18.621,18.175,18.287,18.441,18.614
15.303,15.614,16.073,16.392,16.719
17.036,17.348,17.792,18.149,18.511
19.256,18.724,18.791,18.84,18.943
20.217,19.839,19.622,19.55,19.66
19.8,19.759,19.833,20.056,20.262
19.8,19.759,19.833,20.056,20.262
19.8,19.759,19.833,20.056,20.262
17.051,16.526,16.442,16.377,16.476
20.693,20.101,20.264,20.532,20.321
19.183,18.736,18.938,19.082,19.342
19.192,18.901,19.143,19.375,19.705
19.192,18.901,19.143,19.375,19.705
19.642,19.24,19.487,19.682,19.859
19.833,19.048,18.684,18.546,18.567
20.006,19.952,19.979,20.196,20.411
20.132,20.075,20.25,20.393,20.451
18.304,17.999,17.953,17.134,16.488
18.304,17.999,17.953,17.134,16.488
20.336,19.92,19.97,20.102,20.466
20.336,19.92,19.97,20.102,20.466
17.953,18.219,18.621,18.963,19.416
17.953,18.219,18.621,18.963,19.416
17.953,18.219,18.621,18.963,19.416
17.953,18.219,18.621,18.963,19.416
18.345,17.921,17.991,18.186,18.341
18.345,17.921,17.991,18.186,18.341
20.121,19.835,20.05,20.285,20.566
20.069,19.494,19.239,18.286,17.495
19.641,19.18,19.267,19.391,19.535
20.376,20.135,20.292,20.599,20.572
19.806,19.572,19.707,19.88,20.066
20.259,19.928,19.294,18.56,18.16
20.259,19.928,19.294,18.56,18.16
20.515,19.841,19.565,19.484,19.632
20.515,19.841,19.565,19.484,19.632
19.667,19.695,19.969,20.226,20.187
20.049,19.894,20.237,20.492,20.413
20.049,19.894,20.237,20.492,20.413
19.989,19.906,20.221,20.49,20.904
19.989,19.906,20.221,20.49,20.904
20.602,20.29,20.305,20.341,20.779
19.825,20.012,20.311,20.653,20.61
19.154,18.71,18.743,18.83,18.98
19.154,18.71,18.743,18.83,18.98
19.154,18.71,18.743,18.83,18.98
20.672,20.205,19.996,20.059,20.046
19.368,18.895,18.691,18.686,18.761
17.736,17.21,17.092,17.015,17.158
17.736,17.21,17.092,17.015,17.158
17.736,17.21,17.092,17.015,17.158
20.661,20.238,20.398,20.575,20.6
18.706,18.231,18.399,18.563,18.733
18.706,18.231,18.399,18.563,18.733
17.47,17.832,18.24,18.568,18.791
17.47,17.832,18.24,18.568,18.791
19.81,19.666,19.959,20.257,20.333
19.81,19.666,19.959,20.257,20.333
19.32,18.926,19.147,19.361,19.576
18.113,18.254,18.551,18.836,19.108
20.462,20.0,19.922,19.951,19.833
19.392,18.996,19.364,19.76,19.167
17.287,17.651,18.114,18.479,18.8
16.617,16.48,16.675,16.93,17.143
20.271,19.445,18.632,17.574,16.923
20.417,20.157,20.338,20.587,20.507
19.856,19.561,19.834,20.132,20.329
20.315,19.853,19.645,19.627,19.705
20.315,19.853,19.645,19.627,19.705
18.282,17.862,17.932,18.065,18.245
19.505,19.467,19.6,19.819,19.927
19.044,18.698,18.965,19.218,19.46
19.791,19.417,19.01,18.712,18.533
19.64,19.563,19.721,19.874,20.023
18.274,17.856,17.826,17.984,18.092
18.274,17.856,17.826,17.984,18.092
16.527,16.777,17.231,17.546,17.867
16.527,16.777,17.231,17.546,17.867
17.569,17.588,17.958,18.25,18.649
19.904,19.421,19.483,19.592,19.657
19.478,19.009,19.175,19.369,19.519
19.478,19.009,19.175,19.369,19.519
19.059,18.625,18.489,18.508,18.528
19.059,18.625,18.489,18.508,18.528
19.059,18.625,18.489,18.508,18.528
19.16,18.642,18.559,18.534,18.624
18.738,18.314,18.246,18.27,18.326
19.382,19.057,19.154,19.267,19.407
19.705,19.145,19.126,19.149,19.163
19.105,19.042,19.188,19.359,19.627
19.876,19.62,19.592,18.954,18.365
15.153,15.494,15.917,16.236,16.498
17.246,17.657,17.967,18.273,18.493
20.151,19.647,19.589,19.583,19.617
19.937,19.825,19.8,19.481,19.018
16.893,17.058,17.45,17.749,18.044
18.7,18.73,18.964,19.195,19.266
18.991,18.538,18.763,18.971,19.216
20.066,19.559,19.342,19.313,19.321
19.067,18.754,18.966,19.193,19.364
20.364,19.951,19.909,19.988,19.934
18.819,18.944,19.296,19.621,20.056
20.22,19.787,19.766,19.868,19.949
18.0,17.554,17.541,17.592,17.698
20.646,20.214,20.117,20.14,20.37
20.565,20.297,20.521,20.663,20.933
18.645,18.509,18.702,18.854,19.154
19.042,19.307,19.688,19.964,20.136
20.361,20.072,20.152,20.273,20.341
20.093,19.875,19.777,19.825,20.03
18.89,18.532,18.708,18.873,19.165
18.57,18.896,19.246,19.382,19.32
19.991,19.618,19.874,20.047,20.259
20.538,20.133,20.284,20.393,20.866
20.46,20.338,20.391,20.514,20.53
20.175,19.841,19.951,20.015,20.682
19.262,19.177,19.3,19.51,19.486
19.323,19.25,19.615,19.841,20.072
18.986,18.492,18.62,18.813,19.033
19.94,19.502,19.299,19.313,19.392
19.588,19.109,19.061,19.118,19.311
17.476,17.781,18.256,18.564,18.944
19.208,18.85,18.892,18.987,19.182
20.28,19.869,20.054,20.326,20.363
19.51,19.008,19.085,19.256,19.451
19.574,18.971,19.169,19.355,19.614
20.277,19.862,19.794,19.795,19.761
19.226,18.949,19.004,19.121,19.065
17.795,18.088,18.576,18.908,19.225
20.565,20.204,20.38,20.546,20.353
19.645,19.485,19.741,19.928,20.116
20.325,20.179,19.82,19.015,18.461
18.337,17.94,18.056,18.248,18.466
19.987,19.455,19.337,19.303,19.244
20.402,19.971,20.156,20.196,20.636
20.027,20.015,20.355,20.654,20.737
20.558,20.179,20.114,20.286,20.316
20.368,19.967,19.908,19.851,19.897
19.722,19.793,20.157,20.567,20.593
19.076,19.136,19.538,19.838,20.125
19.248,18.806,19.067,19.191,18.791
19.204,19.092,19.111,19.267,19.368
20.572,20.188,20.122,20.171,20.225
