u_mag,g_mag,r_mag,i_mag,z_mag
18.137499,16.861776,16.413023,16.217228,16.16888
18.672462,17.424019,16.98935,16.804651,16.780874
17.89849,16.299723,15.827641,15.621205,15.566953
18.167145,16.209654,15.500308,15.305172,15.22993
17.93753,16.88255,16.748789,16.743116,16.840576
17.82483,16.568316,16.103796,15.95361,15.972379
19.337572,17.595924,16.824049,16.573895,16.44567
18.531422,17.357128,16.850973,16.702486,16.649977
19.047287,17.864653,17.27426,17.118826,17.04058
18.841404,16.876772,15.94868,15.601336,15.405223
17.912912,16.572794,16.052837,15.853155,15.761594
19.674068,17.37306,16.393824,16.094471,15.903608
17.395931,16.343958,15.944156,15.791902,15.779143
17.823935,16.604122,16.15164,15.975379,15.952993
17.062466,15.985506,15.595478,15.432913,15.44713
17.709753,16.61794,16.240442,16.066355,16.060337
17.34926,16.302874,16.0134,15.904237,15.904836
18.082691,16.992344,16.686913,16.52297,16.498049
18.91902,16.94109,16.279167,15.981513,15.880675
20.550856,17.811035,16.492565,15.915945,15.55921
18.773066,17.858044,17.594774,17.511208,17.454967
17.659199,15.989064,15.400129,15.197861,15.055096
17.25998,16.318737,15.974799,15.870336,15.80587
17.38856,16.260134,15.861533,15.723733,15.686582
18.306889,17.230558,16.838484,16.710657,16.684053
17.39864,16.158836,15.729977,15.575863,15.522866
17.441818,16.488941,16.199709,16.11932,16.072256
19.197632,17.955399,17.581825,17.435432,17.37823
18.668457,17.197306,16.706484,16.500277,16.450516
18.36789,17.45278,17.241484,17.12739,17.143204
19.858425,17.512232,16.533218,16.122812,15.967198
17.355734,16.293554,15.902201,15.746779,15.744284
18.13473,16.867064,16.455223,16.310703,16.256374
19.226835,16.86268,15.871735,15.49407,15.350395
17.436846,16.38122,16.037033,15.894188,15.827673
17.421686,16.321106,16.00115,15.842921,15.814129
18.558645,16.946894,16.306814,16.025377,15.899875
19.220568,16.77058,15.76371,15.404575,15.260288
18.337141,16.39387,15.67818,15.377743,15.201598
19.236834,17.303957,16.583874,16.314436,16.210623
19.96278,17.347334,16.0592,15.461803,15.159194
18.395906,16.679535,16.01051,15.789588,15.673541
18.885458,17.538177,17.028513,16.902067,16.801443
17.810297,16.572895,16.10491,15.960404,15.868629
19.239862,17.434433,16.602423,16.306261,16.135395
19.120441,17.250412,16.50723,16.220964,16.079748
20.471329,17.849543,16.4049,15.579785,15.157402
17.789335,16.304325,15.700192,15.487526,15.389891
18.274643,17.173689,16.685825,16.47456,16.048676
18.776676,17.555515,17.168842,17.018915,16.927044
18.399364,17.482288,17.23785,17.138674,17.123976
18.014439,17.00099,16.68337,16.54723,16.49465
18.495235,16.661934,16.004835,15.742882,15.633262
18.148184,17.146988,16.80696,16.678896,16.643969
18.084845,16.522884,15.895768,15.668826,15.529477
17.000854,15.780518,15.358276,15.210139,15.196917
18.096392,17.09458,16.881346,16.804705,16.826878
18.986578,16.907331,16.143225,15.844818,15.772074
18.904835,17.899895,17.52208,17.356407,17.29939
17.524952,16.044596,15.526062,15.333419,15.267884
20.07117,17.391235,16.092308,15.548028,15.279237
19.018978,17.545692,17.0047,16.829576,16.737059
17.789253,16.359346,15.843886,15.7043,15.667191
20.634851,17.937176,16.680489,16.187515,15.926842
19.244724,17.955933,17.36154,17.145779,17.019209
18.584347,16.818287,16.036293,15.747173,15.646049
19.117384,17.814356,17.268688,17.054974,16.982262
17.553305,16.272614,15.741094,15.504549,15.414664
17.637028,16.633291,16.302917,16.175716,16.133785
18.473286,17.1244,16.571852,16.311079,16.19891
18.238882,17.335943,17.095684,16.978361,16.963062
18.884222,17.763588,17.229193,16.950783,16.839134
17.513388,16.157383,15.674611,15.53881,15.509965
18.619343,17.79918,17.424685,17.268902,17.211315
19.716213,17.23527,16.046555,15.548069,15.277734
17.563587,16.41621,16.022795,15.895034,15.85022
18.528774,17.41344,17.245258,17.192183,17.175833
17.486958,16.221375,15.80793,15.638348,15.587038
18.789984,16.951366,16.19236,15.924895,15.795205
17.845907,17.023981,16.818222,16.738218,16.74667
19.341742,17.695353,17.093515,16.857784,16.754452
19.631376,17.736116,17.10127,16.853231,16.736506
18.455986,16.966297,16.353981,16.09829,16.012323
18.07705,17.0704,16.733175,16.60329,16.606562
18.699156,17.285065,16.744678,16.49658,16.453896
19.180101,17.933123,17.4966,17.404524,17.227592
16.882717,15.848266,15.51235,15.36932,15.354387
17.656525,16.551487,16.12643,16.015728,15.980523
18.33694,17.408121,17.116388,17.042706,17.0477
19.337233,17.779463,17.147408,16.93554,16.816963
19.82179,17.40296,16.281315,16.063108,15.354586
17.15481,16.266296,16.010807,15.924621,15.893258
19.300442,17.893335,17.272245,17.046295,16.935028
18.62638,17.181469,16.510208,16.2777,16.158
17.805832,16.480991,15.962894,15.806869,15.734811
18.333282,17.130291,16.650557,16.521526,16.445213
19.042116,17.632843,17.055359,16.843872,16.73289
18.766558,17.630033,17.131489,16.929094,16.819326
17.563383,16.013197,15.434492,15.357939,15.142425
18.794563,17.618692,17.216589,17.075861,17.008255
20.18324,17.86231,16.862246,16.51667,16.319738
18.107773,17.024403,16.653973,16.520483,16.465235
17.409636,16.184,15.748795,15.61412,15.525303
19.025734,17.600124,16.987774,16.649635,16.743336
17.359444,16.295654,15.847651,15.725228,15.645157
18.675077,17.790817,17.418655,17.311636,17.272026
17.851997,16.730217,16.287802,16.16565,16.139149
19.037037,16.629942,15.651445,15.390283,15.243082
17.461096,15.97721,15.395932,15.228368,15.171704
18.800295,17.851313,17.568886,17.4685,17.457018
19.982853,17.45597,16.379421,16.004463,15.809153
18.442333,17.621527,17.317505,17.186337,17.184942
18.910257,17.43953,16.874596,16.671036,16.58661
18.673891,17.394342,16.966398,16.747526,16.696022
18.463469,17.041044,16.532854,16.320011,16.266718
16.935738,16.076435,15.775497,15.700138,15.696911
17.691769,16.250294,15.691426,15.455108,15.352481
16.70785,15.604932,15.227528,15.101565,15.07198
18.484726,17.406485,17.054379,16.916468,16.870026
20.04247,17.69459,16.732014,16.378496,16.21588
18.91337,16.651537,15.784966,15.436569,15.251109
18.62888,17.500765,17.05474,16.886372,16.807388
19.55078,17.792381,17.041325,16.810165,16.63358
17.313253,16.305452,15.997506,15.86995,15.829223
19.474066,17.269035,16.322216,15.992963,15.809376
18.803278,17.845469,17.435099,17.275608,17.218786
17.707779,16.524368,16.049433,15.886415,15.809017
17.398565,16.095879,15.764054,15.622601,15.609812
19.694942,17.423206,16.441563,16.019354,15.810603
19.895205,17.50557,16.554724,16.18106,15.948935
17.260155,15.941405,15.379346,15.232583,15.149714
18.754875,16.939646,16.222048,15.997648,15.884261
18.938776,17.596243,17.090834,16.95223,16.895386
19.159779,17.946156,17.454369,17.314425,17.260946
18.211798,17.036858,16.568924,16.42106,16.394783
19.01378,16.821413,15.842383,15.513083,15.323754
18.371927,16.842598,16.314804,16.09342,15.985582
19.747553,17.70171,16.84974,16.536303,16.34638
19.965872,17.542213,16.296768,15.716396,15.406529
18.109396,16.940794,16.480177,16.3022,16.237862
18.552925,17.15089,16.587645,16.392126,16.307587
19.150238,17.742994,17.149284,16.92614,16.82463
19.104448,17.278704,16.549139,16.309381,16.170763
19.465584,17.477774,16.66336,16.37104,16.187336
18.358501,17.0192,16.52811,16.358597,16.262018
18.299133,16.35642,15.636255,15.348217,15.168588
17.634932,16.240524,15.754261,15.583358,15.508204
18.698051,17.032112,16.35716,16.06853,15.876927
19.059956,17.783878,17.32323,17.150852,17.063063
17.508337,16.02754,15.473316,15.28004,15.15816
19.527763,17.773533,17.065659,16.805046,16.640257
18.59132,17.328264,16.910229,16.722223,16.684729
19.135542,17.871805,17.46496,17.269613,17.217857
18.67338,17.698322,17.419966,17.332779,17.294687
19.5127,17.59681,16.829578,16.523891,16.392504
17.409712,16.005857,15.426688,15.205157,15.132106
17.400618,16.407059,15.980412,15.805048,15.76499
17.4762,16.29188,15.889804,15.748957,15.721704
20.577402,17.993328,16.811773,16.347132,16.071396
17.787489,16.744965,16.463797,16.304977,16.315674
18.26042,17.05316,16.599161,16.41319,16.352291
18.192513,16.508305,15.905854,15.689393,15.590512
19.627506,17.1308,16.117699,15.648015,15.436155
18.980066,16.625683,15.61751,15.254275,15.056897
17.66238,16.586788,16.312737,16.217041,16.231388
18.686937,17.511702,17.107063,16.938381,16.96564
18.203575,16.981066,16.484732,16.270575,16.195118
18.228357,17.13818,16.799788,16.642208,16.597466
19.724604,17.33217,16.186415,15.695339,15.412869
20.016457,17.896502,17.007618,16.634138,16.407549
18.17512,17.175009,16.803202,16.689613,16.610636
20.303724,17.922262,16.831316,16.44056,16.18682
19.425165,17.49894,16.693268,16.367899,16.177237
19.0109,17.832075,17.424545,17.261787,17.244492
19.238758,17.827635,17.290905,17.075283,16.922533
17.616941,16.225542,15.703389,15.50082,15.402905
17.45749,16.191622,15.737261,15.566057,15.471539
20.472837,17.899511,16.56135,15.943717,15.571089
18.231764,16.480408,15.852197,15.630167,15.532869
17.946575,17.134848,16.86345,16.78719,16.78303
17.961811,16.88359,16.503424,16.362265,16.358604
18.603706,17.686525,17.37094,17.258715,17.24049
19.515812,17.275894,16.27696,15.963788,15.823143
18.101955,16.849686,16.40622,16.25701,16.20155
18.446295,17.293776,16.910427,16.771915,16.718517
19.148447,16.925013,16.059034,15.820648,15.641883
19.944895,17.832548,16.89221,16.546556,16.343086
18.407627,17.368448,16.99119,16.831854,16.770493
18.70349,17.220167,16.618141,16.399384,16.271692
19.938622,17.653297,16.586296,16.210238,15.96971
18.037823,16.785452,16.196165,16.011806,15.909993
17.123869,15.937136,15.545915,15.38731,15.356692
18.609001,17.178507,16.697498,16.468285,16.33687
19.38974,17.890186,17.348986,17.099243,16.9691
18.743662,17.560013,17.152199,16.955416,16.875774
19.341805,17.363132,16.4433,16.116928,15.898714
18.855955,16.85414,16.125399,15.821698,15.676776
18.469158,17.087826,16.613836,16.37432,16.25086
18.603323,16.886215,16.19756,15.977038,15.871282
18.2428,17.36929,17.091274,16.994362,16.961927
20.163227,17.60462,16.2044,15.496409,15.078303
18.14386,16.798258,16.299612,16.12971,16.060549
18.5878,17.410704,16.959492,16.807137,16.728842
19.59993,17.358692,16.448717,16.121428,15.963681
19.371162,17.734339,17.114422,16.876446,16.741718
19.117453,16.755741,15.731529,15.305985,15.093496
19.718235,17.91009,17.240448,16.876883,16.689608
19.79885,17.96726,17.277903,17.050737,17.095478
19.801895,17.503136,16.488567,16.059654,15.821056
17.803024,16.494839,15.996176,15.786431,15.714225
18.799574,17.85996,17.48325,17.34238,17.274324
16.958294,15.812607,15.340602,15.164813,15.119597
18.103722,16.73262,16.214088,16.023382,15.932646
19.369179,17.062023,16.08209,15.720697,15.528733
17.304428,16.054764,15.648146,15.500203,15.452892
17.70577,16.675423,16.214998,15.996561,15.880965
19.031672,17.813786,17.271387,17.112642,16.90562
18.776178,17.381685,16.867046,16.674086,16.578718
18.82609,17.713762,17.290415,17.125727,17.038351
18.021475,16.948418,16.743856,16.67732,16.678606
18.438557,17.429033,17.046711,17.175787,16.871187
18.701847,17.201405,16.594759,16.350725,16.21153
18.828382,17.727715,17.340752,17.195118,17.146887
18.897362,17.927547,17.585016,17.439625,17.408543
19.25143,17.754166,17.081852,16.813164,16.670376
17.579296,16.468246,16.006725,15.835319,15.773156
17.516619,16.46173,16.06113,15.930732,15.902639
19.005234,17.609283,17.108839,16.931416,16.84906
19.537405,17.409113,16.560453,16.223093,16.074102
17.695679,16.538975,16.139212,15.962998,15.915675
19.782097,17.299053,16.180494,15.727895,15.49367
18.900524,17.240652,16.585293,16.41352,16.313366
19.855005,17.358292,16.207924,15.750535,15.495492
18.478144,17.43225,17.019823,16.879509,16.8207
19.253136,17.42841,16.715006,16.453014,16.302605
18.762663,17.498075,16.99973,16.820852,16.719805
18.786507,17.657871,17.14655,16.958607,16.811092
18.242714,17.31319,16.967941,16.842052,16.790184
20.173079,17.80755,16.805141,16.416313,16.158262
19.864983,17.322065,16.089891,15.599134,15.299874
18.535213,17.103577,16.552671,16.324873,16.227608
17.264948,16.329119,16.000134,15.873013,15.844085
19.090626,17.229849,16.508514,16.256714,16.073858
18.490263,17.080582,16.593527,16.408258,16.34207
17.218706,15.966887,15.537282,15.386318,15.341674
18.081062,17.051815,16.730299,16.57968,16.540047
19.464897,17.784002,17.246706,17.031996,16.946781
18.278818,17.033045,16.64674,16.488792,16.471996
17.231756,16.114157,15.74314,15.587125,15.54382
17.57888,16.334377,15.960876,15.819782,15.785208
18.877619,17.329868,16.723722,16.457327,16.340767
19.07245,17.086548,16.355179,16.085754,15.959812
17.969448,17.02822,16.719353,16.580301,16.5633
18.618742,17.522617,17.074059,16.869963,16.786964
19.386848,16.845642,15.758642,15.295693,15.069691
18.704954,17.07122,16.484684,16.22524,16.161549
19.250381,17.348461,16.600634,16.304916,16.17688
19.468386,17.986551,17.470282,17.262478,17.192366
17.21781,16.070314,15.671964,15.503069,15.452146
17.977581,16.474592,15.887482,15.671619,15.586463
17.430342,16.260834,15.914968,15.748869,15.720705
19.749681,17.637236,16.752304,16.426777,16.266119
19.066486,17.89474,17.496422,17.330889,17.27809
18.981287,17.882856,17.608095,17.510178,17.483366
17.328772,16.254698,15.883072,15.748068,15.69994
17.151604,15.80905,15.361254,15.232462,15.146799
18.729908,16.771122,16.04837,15.803595,15.644264
17.903486,16.974209,16.687296,16.552717,16.497616
17.892075,17.04733,16.812044,16.695635,16.639124
19.093441,17.930113,17.511631,17.3664,17.298862
18.295576,16.516388,15.883801,15.648704,15.550479
18.220074,16.779541,16.20467,15.981018,15.885061
17.335787,16.263819,15.882138,16.013903,15.72607
19.702774,17.298885,16.307524,15.949182,15.733251
16.663656,15.559793,15.163546,15.073429,15.049541
18.068665,16.755001,16.256693,16.075356,16.025988
20.596092,17.959436,16.507938,15.696698,15.214992
20.199331,17.945835,16.966135,16.56182,16.29768
20.21093,17.590134,16.187078,15.432691,15.002759
19.162899,17.947052,17.527605,17.36061,17.327995
18.284618,17.034441,16.564524,16.395596,16.34926
18.845917,17.802599,17.387066,17.168797,17.072489
17.667547,16.453333,15.97946,15.801652,15.733928
17.023113,16.002079,15.633071,15.520854,15.485978
19.774559,17.337572,16.19465,15.772086,15.520976
19.368511,16.903278,15.883389,15.498168,15.310637
18.68322,17.829828,17.560823,17.487473,17.455217
18.737066,17.649065,17.23837,17.04759,16.921785
17.996525,16.800154,16.353834,16.183641,16.091894
18.482077,17.18471,16.647747,16.422981,16.29968
19.376554,17.285645,16.520374,16.209272,16.009674
19.905668,17.759699,16.927103,16.562841,16.360115
19.671528,17.133596,15.96324,15.447734,15.154331
19.860636,17.652483,16.69139,16.328726,16.165375
19.211124,17.680706,17.025112,16.895756,16.80264
18.12479,16.739382,16.163767,15.944451,15.856359
16.94072,16.058979,15.743853,15.640306,15.605671
17.473963,16.435734,16.061255,15.930592,15.88641
18.343727,17.154861,16.740767,16.620384,16.544212
18.160048,16.787245,16.320719,16.139511,16.07589
18.75915,17.397802,16.875431,16.722977,16.621294
17.782711,16.928713,16.677711,16.613781,16.59408
17.921968,16.696846,16.211716,16.049875,15.981067
18.508299,16.934484,16.312698,16.098606,15.989424
16.942005,15.696176,15.271089,15.145236,15.122333
17.980495,16.677616,16.185778,16.00515,15.963001
18.537838,17.657043,17.410666,17.269966,17.273567
18.510237,17.125708,16.637333,16.382656,16.299925
19.7808,17.988308,17.315535,16.996101,16.83314
18.885199,16.896467,16.201674,15.949977,15.835984
18.898476,17.984182,17.664091,17.516254,17.444565
19.473816,16.983738,15.911421,15.542175,15.325472
18.9429,17.085968,16.33165,16.049988,15.867419
19.984669,17.905216,16.992643,16.628866,16.450586
18.620892,17.75836,17.453583,17.319107,17.288944
18.447634,16.457932,15.695761,15.374343,15.229182
18.371029,16.795105,16.147324,15.88488,15.767786
18.886564,17.265123,16.636454,16.39777,16.31303
19.164783,17.872585,17.353088,17.157532,17.019632
19.558567,17.724548,17.075792,16.833748,16.68293
18.478905,17.056128,16.475718,16.27807,16.175243
19.290606,17.800016,17.22745,17.010527,16.886269
17.151218,16.038141,15.63028,15.437652,15.358372
18.821661,17.787962,17.487133,17.352934,17.314312
18.941233,17.943329,17.60383,17.477432,17.456018
19.01263,17.877794,17.546095,17.441444,17.398584
19.217836,17.985294,17.526667,17.366531,17.309788
18.596783,17.264397,16.726515,16.544767,16.472893
18.089855,16.499243,15.805375,15.536582,15.4098
18.940022,16.750542,15.858013,15.552279,15.423493
18.649448,17.039492,16.417,16.171997,16.065557
16.65167,15.664572,15.267486,15.138747,15.084526
18.866213,17.943872,17.642591,17.54372,17.509651
18.461794,16.48228,15.692879,15.440768,15.295403
17.254599,16.344067,15.985559,15.868961,15.819272
17.707582,16.526743,16.064163,15.862854,15.779082
18.918793,17.784903,17.398216,17.237074,17.209652
18.703375,16.808254,16.053585,15.785867,15.646012
19.399837,17.929222,17.406399,17.188013,17.092756
17.84983,16.423119,15.867888,15.653009,15.53623
17.582014,16.522926,16.17193,16.071705,16.021097
19.272394,17.618216,16.996521,16.787813,16.67599
19.490484,17.804592,17.202566,16.843664,16.689905
18.387697,17.365812,17.040998,16.948912,16.908155
18.499054,17.356705,16.895943,16.739204,16.619926
18.86001,17.809595,17.728403,17.736261,17.717497
16.742062,15.729159,15.41698,15.335951,15.304577
19.237507,17.999233,17.498735,17.326506,17.242884
17.225252,16.11823,15.660612,15.511244,15.414113
18.958643,17.705164,17.19822,17.01504,16.956379
20.042383,17.77157,16.806816,16.459223,16.237267
16.864613,15.702147,15.309795,15.157742,15.152892
18.387241,17.362411,17.027994,16.8759,16.860325
19.481924,17.795055,17.15852,16.98556,16.846226
17.67725,16.591816,16.27202,16.131498,16.046148
19.680208,17.834064,17.055904,16.772852,16.647049
19.522549,17.649944,16.874083,16.565334,16.38539
19.088587,17.705973,17.119795,16.878183,16.79105
16.768488,15.740873,15.412313,15.290686,15.288807
17.753508,16.641445,16.224272,16.037107,15.992531
19.417454,17.813255,17.177427,16.955908,16.823997
20.323494,17.783787,16.595148,16.099655,15.782931
20.424414,17.988466,16.720581,16.066198,15.700538
18.72333,17.31615,16.6723,16.40256,16.276743
18.794788,17.33301,16.782541,16.625141,16.509842
17.96409,16.606976,16.108427,15.926798,15.861759
17.821484,16.715395,16.216911,16.02002,15.883111
19.577702,17.850643,17.187874,16.960585,16.835415
20.324251,17.747625,16.538425,16.112991,15.811233
20.229364,17.70164,16.360811,15.818293,15.464567
20.205713,17.800232,16.481981,15.824121,15.441694
18.935307,17.311127,16.71105,16.491074,16.394083
17.106474,15.813518,15.360134,15.075477,15.128901
18.818663,17.81542,17.402418,17.210918,17.112291
19.528267,17.195654,16.231577,15.854087,15.674724
17.749464,16.346243,15.890539,15.694228,15.636328
17.195557,16.032164,15.626536,15.341845,15.320621
19.667162,17.227232,16.110527,15.697543,15.490396
20.035978,17.562283,16.311598,15.727808,15.404368
17.290138,16.07569,15.608606,15.491604,15.412349
16.966421,15.860518,15.454908,15.340871,15.282248
19.529118,17.634247,16.890293,16.67166,16.529217
18.853752,17.970201,17.757963,17.656178,17.642101
19.705061,17.171938,15.982456,15.478418,15.188807
18.667238,17.528204,17.035982,16.823423,16.700178
19.204622,17.542604,16.918583,16.704222,16.597002
19.51805,17.676098,16.953938,16.69867,16.561018
19.11387,17.631332,17.067238,16.838404,16.658133
19.106588,17.611698,17.02193,16.787651,16.66643
18.17677,17.004898,16.623987,16.475445,16.414343
18.245832,17.188004,16.866894,16.770786,16.717594
18.117922,17.066702,16.752506,16.637268,16.59473
18.471804,16.570934,15.867209,15.590048,15.429891
17.060825,15.942815,15.562153,15.426785,15.37003
18.98082,17.394516,16.814978,16.581488,16.478415
19.554499,17.759233,17.066114,16.846716,16.683136
19.531046,17.034872,15.918539,15.500695,15.305346
18.941128,17.1584,16.459526,16.206455,16.079067
17.486397,16.604607,16.308676,16.217638,16.194294
18.95116,17.474625,16.892805,16.694447,16.567461
19.775436,17.332449,16.326447,15.973259,15.801551
19.39851,17.632751,16.973118,16.723862,16.565763
18.441483,17.391504,17.045755,16.94467,16.877272
18.684912,17.350163,16.823126,17.334398,16.510477
18.585775,17.551088,17.157085,17.059116,16.972788
18.85759,17.83595,17.533318,17.428354,17.360004
18.765228,17.736637,17.366638,17.201618,17.17953
17.722965,16.71725,16.35285,16.21089,16.173933
16.758444,15.62137,15.216055,15.082362,15.040116
19.093878,17.387957,16.653273,16.396475,16.26855
18.33785,17.405876,17.125723,17.023304,17.006456
17.29567,16.210526,15.799351,15.66699,15.642069
16.476332,15.660358,15.388892,15.308327,15.306644
19.158144,17.927544,17.37009,17.134388,17.044706
18.004763,16.604258,16.062752,15.853312,15.791268
18.285662,16.717827,16.117147,15.918627,15.856961
19.76375,17.71331,16.848036,16.560036,16.403475
17.177872,16.146233,15.746985,15.639766,15.599004
18.150095,17.16051,16.72208,16.574446,16.496273
20.396387,17.942797,16.631844,16.02112,15.721844
20.186363,17.786488,16.451237,15.801276,15.410053
17.914694,16.643747,16.109863,15.908914,15.767612
17.968987,16.276043,15.611146,15.33366,15.176267
17.841873,16.417816,15.888346,15.62786,15.537537
18.706535,17.889645,17.623919,17.50287,17.524536
20.210428,17.781404,16.502619,15.963759,15.651156
17.940584,16.555632,15.968666,15.771539,15.64416
20.405994,17.91666,16.580004,15.795659,15.361101
18.936655,17.75486,17.26444,17.0664,16.970951
18.804392,17.821249,17.505362,17.330273,17.28009
18.375328,17.024036,16.425203,16.108265,16.02696
19.016277,16.850042,16.087502,15.775284,15.636146
17.444996,16.056036,15.573919,15.373831,15.332875
18.662975,17.349766,16.824598,16.601433,16.501993
19.026705,17.684044,17.19765,17.008108,16.935884
17.903793,16.39115,15.843782,15.640882,15.579264
18.838003,17.499947,16.89257,16.63543,16.501146
19.114994,17.037724,16.254766,15.930751,15.781654
17.08854,16.038273,15.643178,15.479278,15.446993
18.73638,17.416578,16.868258,16.636902,16.544785
18.783026,17.646458,17.147959,16.945816,16.854765
18.78089,16.99228,16.301573,16.061256,15.905043
18.124102,17.20829,16.913311,16.81128,16.771236
19.477798,17.731495,16.984625,16.733456,16.629084
17.868523,16.624453,16.20272,16.066444,15.988374
18.728039,17.822361,17.517658,17.40037,17.350546
18.220142,16.334078,15.608591,15.332496,15.174289
18.918545,17.719687,17.222689,17.044422,16.957499
17.102793,15.894951,15.44932,15.268121,15.207766
18.748352,17.49953,17.088081,16.917982,16.877485
18.929918,16.776222,15.891013,15.563412,15.350355
18.09332,16.623055,16.052227,15.842142,15.734851
17.586935,16.623184,16.348253,16.244379,16.225185
19.662945,17.193378,16.201809,15.84169,15.64175
18.536274,16.371986,15.532508,15.26442,15.127727
17.163538,16.020462,15.552565,15.396043,15.343734
18.21621,17.198576,16.66524,16.454966,16.344477
19.331814,16.81708,15.711375,15.372234,15.13568
18.205301,17.135681,16.703224,16.545288,16.469084
17.995462,16.61494,16.084534,15.869282,15.790734
17.947279,16.871336,16.553247,16.470285,16.441792
19.359867,17.233831,16.335833,16.009277,15.799493
18.434744,17.211933,16.790695,16.679928,16.597866
18.10083,17.187815,16.914907,16.841928,16.802708
18.649174,17.411552,16.974804,16.849825,16.75632
19.260311,17.378672,16.686562,16.447887,16.22099
18.44157,17.27584,16.805243,16.603125,16.480469
18.17325,16.925032,16.532927,16.393358,16.340643
18.32769,16.991941,16.554033,16.416025,16.344294
16.83765,15.74167,15.39753,15.274011,15.197076
17.228,15.940653,15.536601,15.351655,15.268494
17.606077,16.149801,15.543699,15.308227,15.132963
17.572607,16.18597,15.666043,15.465038,15.407065
18.312986,17.391764,17.057327,16.932135,16.889162
18.948542,17.591534,17.070612,16.849115,16.738995
19.526047,17.617798,16.900272,16.617607,16.46169
17.573215,16.260574,15.802917,15.654905,15.624532
18.116268,16.827553,16.380177,16.235352,16.119919
16.536198,15.402153,15.21344,15.166634,15.157536
18.738224,17.221153,16.679848,16.496412,16.351856
17.767311,16.598116,16.194853,16.063812,16.007132
16.861004,15.706799,15.284657,15.128916,15.024104
18.551895,17.605698,17.280228,17.160538,17.091671
19.282408,17.724524,17.077547,16.861794,16.748674
17.454649,16.078114,15.549992,15.353796,15.273069
19.49664,17.303457,16.387804,16.034252,15.845684
17.486095,16.143433,15.59318,15.344252,15.25737
20.321346,17.728584,16.466587,15.878983,15.623961
17.952396,16.937086,17.050125,17.150614,17.25966
18.85854,17.675909,17.244707,17.08499,17.026505
18.861828,17.570805,17.066008,16.884003,16.8376
19.235016,17.655073,17.030008,16.783648,16.680561
17.980343,16.686651,16.207617,16.01377,15.957233
19.793167,17.601883,16.713299,16.315489,16.115124
18.951593,17.888426,17.468952,17.289371,17.243567
18.81846,17.211306,16.547298,16.277437,16.206253
20.474325,17.970337,16.655308,16.121754,15.843334
17.716616,16.51172,16.075697,15.905547,15.834579
16.51815,15.590956,15.349391,15.24257,15.213702
18.836481,16.543934,15.654766,15.260586,15.100945
20.173523,17.85122,16.971592,16.657522,16.476564
17.170557,15.917801,15.431653,15.226605,15.174366
18.590986,17.076057,16.462507,16.238989,16.12193
18.690073,17.202631,16.586596,16.38485,16.271402
17.809355,16.028496,15.389586,15.195662,15.150026
17.910353,16.270105,15.584006,15.332093,15.214799
17.23631,15.995526,15.527893,15.383655,15.334111
18.155977,17.129087,16.8043,16.674438,16.64753
17.539793,16.407398,16.042889,15.921104,15.868663
18.537823,17.732662,17.458336,17.38028,17.344505
19.017796,17.828693,17.856314,17.877949,17.872581
18.121553,16.833578,16.28771,16.108582,16.025087
18.362343,17.424679,17.162394,17.067081,17.030256
18.50266,16.576578,15.87708,15.628801,15.516477
18.945518,17.354048,16.729736,16.469322,16.32876
18.813097,17.241663,16.640795,16.40321,16.277666
20.228704,17.924202,16.964033,16.616467,16.411064
18.583302,17.6735,17.369394,17.240242,17.223925
18.67795,17.458595,17.058186,16.89959,16.837717
17.536848,16.320818,15.914918,15.752828,15.653959
17.44566,16.199003,15.75714,15.600667,15.547392
18.222448,16.876606,16.421234,16.289692,16.234467
18.005285,16.469374,15.838946,15.615655,15.494383
17.4306,16.023577,15.489254,15.297264,15.220238
17.908249,16.397964,15.776761,15.54928,15.424507
18.715467,16.739872,15.90676,15.632919,15.489326
18.20806,17.155878,16.764225,16.66439,16.625076
20.369228,17.899666,16.555721,15.968974,15.67021
19.571775,17.937765,17.288488,17.06999,16.93719
19.074697,17.74871,17.189226,17.022245,16.938318
19.58417,17.957842,17.367146,17.176662,17.05743
18.33755,17.034037,16.542913,16.380114,16.294436
20.212381,17.753977,16.368423,15.755342,15.39486
18.876112,17.487085,16.867207,16.71112,16.568743
18.250324,17.132189,16.736603,16.617542,16.556715
17.69596,16.703905,16.324808,16.204031,16.17822
17.581232,16.446766,15.964699,15.767928,15.693036
18.87494,17.140795,16.453445,16.202557,16.079973
19.879778,17.477772,16.455507,16.088264,15.922261
18.522083,16.969908,16.411898,16.194103,16.147202
18.346226,17.102636,17.224936,17.319084,17.378473
17.452637,16.098097,15.64394,15.501603,15.437446
18.400948,16.928791,16.388443,16.107183,16.10379
19.937937,17.56068,16.566956,16.231783,16.018442
18.37452,17.054338,16.583956,16.441622,16.37008
17.967356,17.115206,16.885862,16.790579,16.77948
19.84313,17.656017,16.67948,16.362797,16.168427
18.016563,16.86575,16.458368,16.287493,16.291866
18.587612,17.410635,16.993338,16.879545,16.75305
19.977621,17.471449,16.194872,15.648987,15.327859
18.10971,17.249935,17.026983,16.98006,16.905993
17.567928,16.545845,16.121382,15.998861,15.981816
17.679588,16.556606,16.325357,16.206789,16.108816
19.16462,17.877419,17.350729,17.1575,17.051397
19.439589,17.815962,17.18867,16.983515,16.853182
18.608208,17.432163,16.948547,16.810137,16.743874
17.57563,16.220543,15.654012,15.43385,15.376984
19.018482,17.142717,16.38058,16.064014,15.885614
18.559313,17.348328,16.856123,16.64773,16.554432
